freq_*,freq_v,freq_w,freq_z,freq_y,freq_u,freq_.,freq_x,unique_symbols,most_common_freq,most_common_symbol,trans_*_*,trans_*_v,trans_*_w,trans_*_z,trans_*_y,trans_*_u,trans_*_.,trans_*_x,trans_v_*,trans_v_v,trans_v_w,trans_v_z,trans_v_y,trans_v_u,trans_v_.,trans_v_x,trans_w_*,trans_w_v,trans_w_w,trans_w_z,trans_w_y,trans_w_u,trans_w_.,trans_w_x,trans_z_*,trans_z_v,trans_z_w,trans_z_z,trans_z_y,trans_z_u,trans_z_.,trans_z_x,trans_y_*,trans_y_v,trans_y_w,trans_y_z,trans_y_y,trans_y_u,trans_y_.,trans_y_x,trans_u_*,trans_u_v,trans_u_w,trans_u_z,trans_u_y,trans_u_u,trans_u_.,trans_u_x,trans_._*,trans_._v,trans_._w,trans_._z,trans_._y,trans_._u,trans_._.,trans_._x,trans_x_*,trans_x_v,trans_x_w,trans_x_z,trans_x_y,trans_x_u,trans_x_.,trans_x_x,ngram_2_**,ngram_2_*v,ngram_2_*w,ngram_2_*z,ngram_2_*y,ngram_2_*u,ngram_2_*.,ngram_2_*x,ngram_2_v*,ngram_2_vv,ngram_2_vw,ngram_2_vz,ngram_2_vy,ngram_2_vu,ngram_2_v.,ngram_2_vx,ngram_2_w*,ngram_2_wv,ngram_2_ww,ngram_2_wz,ngram_2_wy,ngram_2_wu,ngram_2_w.,ngram_2_wx,ngram_2_z*,ngram_2_zv,ngram_2_zw,ngram_2_zz,ngram_2_zy,ngram_2_zu,ngram_2_z.,ngram_2_zx,ngram_2_y*,ngram_2_yv,ngram_2_yw,ngram_2_yz,ngram_2_yy,ngram_2_yu,ngram_2_y.,ngram_2_yx,ngram_2_u*,ngram_2_uv,ngram_2_uw,ngram_2_uz,ngram_2_uy,ngram_2_uu,ngram_2_u.,ngram_2_ux,ngram_2_.*,ngram_2_.v,ngram_2_.w,ngram_2_.z,ngram_2_.y,ngram_2_.u,ngram_2_..,ngram_2_.x,ngram_2_x*,ngram_2_xv,ngram_2_xw,ngram_2_xz,ngram_2_xy,ngram_2_xu,ngram_2_x.,ngram_2_xx,entropy,max_entropy,norm_entropy,repeat_fraction,object_id,field_id,label
0.1,0.225,0.075,0.1,0.15,0.075,0.15,0.125,8,0.225,1,0.0,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.0,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,2.9052208323774016,3.0,0.9684069441258005,0.1282051282051282,obj129,fld1,0
0.1,0.15,0.175,0.175,0.05,0.125,0.075,0.15,8,0.175,3,0.0,0.0,0.05128205128205128,0.05128205128205128,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.05128205128205128,0.05128205128205128,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.0,2.904751922535847,3.0,0.9682506408452823,0.05128205128205128,obj130,fld4,1
0.05,0.15,0.075,0.175,0.075,0.2,0.125,0.15,8,0.2,5,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.07692307692307693,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.07692307692307693,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,2.8771668463418405,3.0,0.9590556154472801,0.1794871794871795,obj131,fld4,1
0.125,0.025,0.175,0.125,0.125,0.075,0.275,0.075,8,0.275,6,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.05128205128205128,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.05128205128205128,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.0,2.7708298777110905,3.0,0.9236099592370302,0.15384615384615385,obj132,fld4,0
0.125,0.025,0.125,0.125,0.15,0.2,0.1,0.15,8,0.2,5,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.02564102564102564,2.8757163090882547,3.0,0.9585721030294182,0.10256410256410256,obj133,fld2,1
0.1,0.075,0.25,0.15,0.075,0.1,0.15,0.1,8,0.25,2,0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.10256410256410256,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.10256410256410256,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,2.8782129458410015,3.0,0.9594043152803339,0.1794871794871795,obj134,fld2,1
0.075,0.125,0.125,0.05,0.15,0.2,0.05,0.225,8,0.225,7,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.05128205128205128,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.07692307692307693,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.05128205128205128,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.07692307692307693,2.821596383178741,3.0,0.9405321277262471,0.20512820512820512,obj135,fld1,0
0.125,0.15,0.075,0.15,0.175,0.175,0.1,0.05,8,0.175,4,0.0,0.05128205128205128,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.07692307692307693,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.05128205128205128,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.07692307692307693,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,2.904751922535847,3.0,0.9682506408452823,0.02564102564102564,obj136,fld5,0
0.05,0.25,0.125,0.075,0.1,0.1,0.125,0.175,8,0.25,1,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.02564102564102564,0.0,0.07692307692307693,0.0,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.02564102564102564,0.0,0.07692307692307693,0.0,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,2.8508047485295136,3.0,0.9502682495098379,0.10256410256410256,obj137,fld2,1
0.125,0.125,0.1,0.1,0.125,0.175,0.075,0.175,8,0.175,7,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.07692307692307693,0.0,0.07692307692307693,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.07692307692307693,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.0,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.07692307692307693,0.0,0.07692307692307693,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.07692307692307693,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.0,2.9497586490303536,3.0,0.9832528830101178,0.1794871794871795,obj138,fld5,1
0.05,0.15,0.2,0.1,0.075,0.075,0.15,0.2,8,0.2,2,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.05128205128205128,0.10256410256410256,0.02564102564102564,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.07692307692307693,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.05128205128205128,0.10256410256410256,0.02564102564102564,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.07692307692307693,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,2.8586949695628423,3.0,0.9528983231876141,0.10256410256410256,obj139,fld2,1
0.175,0.15,0.075,0.075,0.15,0.125,0.075,0.175,8,0.175,7,0.02564102564102564,0.02564102564102564,0.0,0.0,0.05128205128205128,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.05128205128205128,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.05128205128205128,0.02564102564102564,2.9170075474276738,3.0,0.9723358491425579,0.10256410256410256,obj140,fld3,0
0.225,0.15,0.125,0.15,0.025,0.075,0.125,0.125,8,0.225,0,0.05128205128205128,0.05128205128205128,0.0,0.05128205128205128,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.07692307692307693,0.0,0.0,0.0,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.0,0.05128205128205128,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.07692307692307693,0.0,0.0,0.0,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,2.843610996209647,3.0,0.9478703320698824,0.15384615384615385,obj141,fld5,0
0.25,0.15,0.125,0.1,0.15,0.075,0.025,0.125,8,0.25,0,0.07692307692307693,0.0,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.07692307692307693,0.05128205128205128,0.0,0.07692307692307693,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.07692307692307693,0.0,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.07692307692307693,0.05128205128205128,0.0,0.07692307692307693,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,2.816603109673247,3.0,0.9388677032244157,0.1282051282051282,obj142,fld3,0
